Nama Karakter,MBTI,Umur,Tinggi (cm),Grup,Sub-Kelompok,Role / Kekuatan Utama,Kategori Tinggi,ID Karakter,HP,ATK,DEF,SPD,Crit Rate,MP,Win Rate,Potensi Damage,Faction,Total Stat,Role,Tanggal Lahir,Umur Akurat,Status Squad
Nora Holloway,ESFJ,21,179,Modern,The Sentinels,Verdant Wrath / Forest Herbalist,Tinggi,Nora Holloway [ESFJ],88.45,35.63,17.19,89.55,72.00%,299.84,52.83%,61.2836,Western Citadel,531.9083,Balanced,7/3/2003,21 Tahun,Squad Inti
Orion Yoshida,INFJ,22,181,Fantasy,The Diplomats,Resonant Aria / Performer,Tinggi,Orion Yoshida [INFJ],77.48,86.6,96.75,68.54,21.91%,190.16,47.79%,105.5741,Northern Tundra,520.227,Balanced,2/28/2002,22 Tahun,Tanker
Cassian Swiftwind,ISFP,21,173,Fantasy,The Explorers,Momentum Surge / Knight-Errant,Normal,Cassian Swiftwind [ISFP],38.55,47.2,68.04,82.61,19.21%,159.46,63.02%,56.2671,Southern Isles,396.6823,Support,2/11/2003,21 Tahun,Brawler
Shun Tanaka,ISFP,23,175,Fantasy,The Explorers,Primal Sovereign / Engineer,Tinggi,Shun Tanaka [ISFP],96.45,86.29,26.85,71.4,36.89%,357.06,46.75%,118.1224,Eastern Sunrise,638.8864,Balanced,5/11/2001,23 Tahun,Ranger
Emery Hargrove,INFP,23,181,Modern,The Diplomats,Memory Palace / Librarian Assistant,Tinggi,Emery Hargrove [INFP],149.62,26.68,42.44,39.44,73.73%,15.09,65.74%,46.3512,Eastern Sunrise,274.6647,Attacker,10/14/2001,23 Tahun,Brawler
Vale Velmont,ESFJ,21,181,Fantasy,The Sentinels,Triage Field / Field Medic,Tinggi,Vale Velmont [ESFJ],126.26,87.77,18.93,10.66,33.28%,52.05,76.38%,116.9799,Eastern Sunrise,296.7666,Support,1/5/2003,21 Tahun,Tanker
Orion Whitmore,ENTJ,22,167,Fantasy,The Analysts,Adaptive Mutation,Pendek,Orion Whitmore [ENTJ],56.38,58.97,46.91,12.66,67.10%,22.42,66.11%,98.5389,Northern Tundra,198.6721,Attacker,9/21/2002,22 Tahun,Squad Inti
Vessa Aurelius,ISTJ,23,173,Modern,The Sentinels,Moment moment of Truth / Oracle,Normal,Vessa Aurelius [ISTJ],148.86,34.92,98.73,89.39,22.89%,394.67,78.81%,42.9132,Eastern Sunrise,767.587,Balanced,4/21/2001,23 Tahun,Elite Spy
Zephyr Suzuki,ISFJ,23,170,Modern,The Sentinels,Transmutation Aura / Alchemist,Normal,Zephyr Suzuki [ISFJ],41.76,76.36,17.69,76.68,78.72%,196.34,43.96%,136.4706,Western Citadel,410.0568,Support,4/29/2001,23 Tahun,Elite Spy
Akira Crestwood,INFP,23,172,Modern,The Diplomats,Essence Severance,Normal,Akira Crestwood [INFP],109.87,95.06,89.31,75.93,11.61%,212.88,40.19%,106.0965,Eastern Sunrise,583.568,Balanced,1/10/2001,23 Tahun,Brawler
Hina Muller,ENFJ,21,163,Fantasy,The Diplomats,Triage Field / Field Medic,Pendek,Hina Muller [ENFJ],10.73,5.53,94.9,46.14,57.17%,208.6,59.51%,8.6915,Eastern Sunrise,367.0668,Attacker,2/25/2003,21 Tahun,Elite Spy
Dante Inoue,ENFJ,21,185,Modern,The Diplomats,Heartstrike Overload,Tinggi,Dante Inoue [ENFJ],34.42,98.5,21.91,3.17,21.08%,202.35,72.00%,119.2638,Northern Tundra,361.2808,Attacker,4/7/2003,21 Tahun,Brawler
Corwin Ashvale,ISTP,23,179,Modern,The Explorers,Gravity Rend,Tinggi,Corwin Ashvale [ISTP],8.19,12.46,44.99,13.24,73.17%,101.84,49.25%,21.577,Northern Tundra,181.9442,Attacker,4/9/2001,23 Tahun,Elite Spy
Emery Dawnforge,ISTJ,23,179,Fantasy,The Sentinels,Absolute Command / General,Tinggi,Emery Dawnforge [ISTJ],77.23,62.15,28.99,78.69,64.81%,199.6,75.01%,102.4294,Eastern Sunrise,448.0582,Attacker,10/8/2001,23 Tahun,Brawler
Airi Sato,ENTP,21,161,Modern,The Analysts,Verdant Wrath / Forest Herbalist,Pendek,Airi Sato [ENTP],50.26,1.27,67.49,90.78,70.21%,334.26,46.71%,2.1617,Northern Tundra,545.2292,Support,10/14/2003,21 Tahun,Tactician
Haruto Saito,ISTJ,22,174,Fantasy,The Sentinels,Momentum Surge / Knight-Errant,Normal,Haruto Saito [ISTJ],8.46,81.5,87.54,85.37,70.91%,144.73,59.17%,139.2916,Northern Tundra,408.9008,Balanced,8/30/2002,22 Tahun,Ranger
Riku Silva,INTJ,23,181,Fantasy,The Analysts,Combat Escalation Law,Tinggi,Riku Silva [INTJ],134.28,95.55,27.56,73.57,40.85%,149.68,45.12%,134.5822,Western Citadel,481.4997,Attacker,12/16/2001,23 Tahun,Tanker
Aster Crestwood,INFP,21,185,Modern,The Diplomats,Fate Weave / Royal Advisor,Tinggi,Aster Crestwood [INFP],20.74,72.91,98.18,84.59,92.01%,42.38,61.72%,139.9945,Western Citadel,320.3373,Balanced,5/14/2003,21 Tahun,Reguler
Isla Funai,INFP,23,181,Fantasy,The Diplomats,Memory Palace / Librarian Assistant,Tinggi,Isla Funai [INFP],17.83,41.72,5.55,26.9,73.41%,126.38,70.51%,72.3467,Eastern Sunrise,219.8192,Support,9/25/2001,23 Tahun,Ranger
Brant Chen,ISFJ,22,173,Fantasy,The Sentinels,Combat Escalation Law,Normal,Brant Chen [ISFJ],99.89,64.5,15.72,82.82,65.16%,356.93,40.52%,106.5282,Eastern Sunrise,620.9168,Support,5/25/2002,22 Tahun,Ranger
Mirel Inoue,ENFP,21,162,Fantasy,The Diplomats,Dominion Mark,Pendek,Mirel Inoue [ENFP],50.3,28.54,51.19,55.5,83.54%,152.08,43.55%,52.3823,Western Citadel,338.8809,Support,10/4/2003,21 Tahun,Elite Spy
Mirel Declan,ENTJ,23,170,Fantasy,The Analysts,Gravity Rend,Normal,Mirel Declan [ENTJ],16.29,41.82,56.16,1.02,64.38%,37.27,67.86%,68.7437,Southern Isles,153.8824,Support,9/1/2001,23 Tahun,Reguler
Wren Ashford,INFJ,21,170,Modern,The Diplomats,Heartstrike Overload,Normal,Wren Ashford [INFJ],126.8,33.87,76.97,60.4,42.70%,286.95,60.36%,48.3325,Northern Tundra,586.0206,Support,1/15/2003,21 Tahun,Squad Inti
Clara Whitmore,INTP,22,180,Fantasy,The Analysts,Absolute Command / General,Tinggi,Clara Whitmore [INTP],7.82,17.25,14.9,71.97,19.63%,288.9,67.49%,20.6362,Eastern Sunrise,401.7112,Balanced,8/21/2002,22 Tahun,Ranger
Celeste Ashford,INFP,22,185,Fantasy,The Diplomats,Absolute Command / General,Tinggi,Celeste Ashford [INFP],113.82,5.6,63.69,67.54,90.26%,50.16,60.58%,10.6546,Eastern Sunrise,302.3184,Attacker,1/26/2002,22 Tahun,Tactician
Petra Mirren,INTJ,21,178,Modern,The Analysts,Elemental Mastery,Tinggi,Petra Mirren [INTJ],109.84,13.71,39.35,60.45,55.37%,353.2,57.31%,21.3012,Eastern Sunrise,577.6768,Attacker,9/17/2003,21 Tahun,Elite Spy
Airi Declan,ISFJ,23,185,Modern,The Sentinels,Resonant Aria / Performer,Tinggi,Airi Declan [ISFJ],90.78,88.76,51.72,84.46,38.25%,219.57,73.16%,122.7107,Eastern Sunrise,536.4041,Balanced,10/1/2001,23 Tahun,Squad Inti
Vale Montgomery,ISFP,23,181,Modern,The Explorers,Archive of Blades / Guild Archivist,Tinggi,Vale Montgomery [ISFP],106.84,76.32,56.67,58.7,73.91%,377.13,70.34%,132.7281,Southern Isles,677.1025,Attacker,9/29/2001,23 Tahun,Ranger
Brant Tanaka,INTP,21,160,Modern,The Analysts,Guillotine Line,Pendek,Brant Tanaka [INTP],100.87,20.79,75.27,16.93,32.55%,115.36,77.77%,27.5571,Southern Isles,330.3232,Balanced,2/20/2003,21 Tahun,Ranger
Isla Declan,INTJ,22,163,Fantasy,The Analysts,Dominion Mark,Pendek,Isla Declan [INTJ],77.13,79.89,69.92,69.6,44.34%,19.74,58.75%,115.3132,Southern Isles,317.3109,Support,4/5/2002,22 Tahun,Tactician
Haruto Watanabe,INTP,21,179,Modern,The Analysts,Sensory Collapse Domain,Tinggi,Haruto Watanabe [INTP],113.51,55.11,60.74,77.84,36.48%,385.75,47.98%,75.2141,Northern Tundra,693.7946,Balanced,6/27/2003,21 Tahun,Squad Inti
Hugo Dunmore,ISTJ,22,173,Fantasy,The Sentinels,Moment moment of Truth / Oracle,Normal,Hugo Dunmore [ISTJ],24.98,84.76,1.56,47.17,13.59%,375.06,81.79%,96.2789,Northern Tundra,534.4838,Support,7/26/2002,22 Tahun,Reguler
Torin Whitmore,ISFP,22,162,Modern,The Explorers,Elemental Mastery,Pendek,Torin Whitmore [ISFP],78.57,78.84,16.78,54.76,41.45%,161.96,79.75%,111.5192,Southern Isles,392.122,Attacker,10/13/2002,22 Tahun,Tanker
Celeste Velmont,ISFP,23,177,Modern,The Explorers,Combat Escalation Law,Tinggi,Celeste Velmont [ISFP],67.4,90.55,61.76,62.49,71.43%,383.6,54.44%,155.2299,Northern Tundra,667.0587,Attacker,1/19/2001,23 Tahun,Tanker
Hana Hartley,ISFP,21,176,Fantasy,The Explorers,Memory Palace / Librarian Assistant,Tinggi,Hana Hartley [ISFP],7.53,89.93,20.06,51.88,25.07%,379.34,83.03%,112.4755,Northern Tundra,549.821,Support,11/8/2003,21 Tahun,Tactician
Lux Kato,INFJ,21,181,Modern,The Diplomats,Damage Reflection Lattice,Tinggi,Lux Kato [INFJ],81.13,70.57,97.65,77.75,94.58%,258.98,73.61%,137.3151,Eastern Sunrise,587.7619,Balanced,5/19/2003,21 Tahun,Elite Spy
Yuki Hayashi,ISFJ,23,162,Modern,The Sentinels,Soulfire Manifestation,Pendek,Yuki Hayashi [ISFJ],84.15,57.92,23.54,26.61,66.72%,155.83,59.49%,96.5642,Northern Tundra,349.3121,Attacker,4/22/2001,23 Tahun,Brawler
Corwin Lopez,ISTJ,23,180,Modern,The Sentinels,Warbrand Arsenal,Tinggi,Corwin Lopez [ISTJ],54.3,50.78,29.69,68.9,35.34%,243.02,81.70%,68.7257,Western Citadel,447.8604,Attacker,5/10/2001,23 Tahun,Ranger
Caius Sato,INTP,22,177,Modern,The Analysts,Dimensional Phase Shifting,Tinggi,Caius Sato [INTP],119.72,85.1,30.2,63.77,89.83%,119.92,83.44%,161.5453,Southern Isles,420.4427,Balanced,3/27/2002,22 Tahun,Reguler
Lyra Dunmore,ESTJ,21,160,Modern,The Sentinels,Covenant Bond / Healer & Diplomat,Pendek,Lyra Dunmore [ESTJ],32.3,74.4,72.87,21.96,86.63%,362.35,46.41%,138.8527,Eastern Sunrise,565.2104,Balanced,3/19/2003,21 Tahun,Reguler
Dante Kim,ISTP,23,165,Fantasy,The Explorers,Warbrand Arsenal,Pendek,Dante Kim [ISTP],44.31,7.67,10.72,72.83,39.78%,195.39,45.77%,10.7211,Eastern Sunrise,331.7755,Balanced,4/22/2001,23 Tahun,Tanker
Dante Hargrove,ENTJ,21,175,Fantasy,The Analysts,Covenant Bond / Healer & Diplomat,Tinggi,Dante Hargrove [ENTJ],104.33,16.09,57.12,80.96,25.18%,383.5,54.09%,20.1415,Eastern Sunrise,642.7927,Support,7/12/2003,21 Tahun,Brawler
Sakura Kline,ENTP,22,164,Fantasy,The Analysts,Momentum Surge / Knight-Errant,Pendek,Sakura Kline [ENTP],67.36,77.7,49.21,11.77,17.38%,258.58,52.63%,91.2043,Eastern Sunrise,465.3201,Support,11/11/2002,22 Tahun,Squad Inti
Zephyr Sol,ISTP,23,183,Modern,The Explorers,Gravity Rend,Tinggi,Zephyr Sol [ISTP],122.08,58.31,77.15,22.06,33.46%,15.63,80.23%,77.8205,Western Citadel,296.3669,Support,6/4/2001,23 Tahun,Ranger
Felix Thornton,ESTJ,22,167,Modern,The Sentinels,Momentum Surge / Knight-Errant,Pendek,Felix Thornton [ESTJ],75.67,9.96,37.02,2.05,96.76%,96.31,84.18%,19.5973,Eastern Sunrise,222.8194,Support,8/19/2002,22 Tahun,Squad Inti
Marcus Suzuki,ESFP,23,178,Fantasy,The Explorers,Combat Escalation Law,Tinggi,Marcus Suzuki [ESFP],7.02,76.39,23.94,27.17,70.17%,94.37,63.30%,129.9929,Southern Isles,230.2247,Attacker,10/27/2001,23 Tahun,Elite Spy
Kenji Dunmore,ESFP,22,180,Modern,The Explorers,Primal Sovereign / Engineer,Tinggi,Kenji Dunmore [ESFP],125.4,27.07,54.89,18.21,42.88%,261.82,69.40%,38.6776,Northern Tundra,488.5128,Support,10/26/2002,22 Tahun,Tanker
Orion Weston,INFP,22,171,Fantasy,The Diplomats,Verdant Wrath / Forest Herbalist,Normal,Orion Weston [INFP],133.19,1.65,88.32,44.55,56.31%,92.77,52.64%,2.5791,Eastern Sunrise,361.5695,Balanced,12/8/2002,22 Tahun,Squad Inti
Theron Rossi,ENFJ,22,181,Fantasy,The Diplomats,Adaptive Mutation,Tinggi,Theron Rossi [ENFJ],108.32,48.67,48.4,21.86,85.00%,65.34,41.01%,90.0395,Northern Tundra,293.8501,Balanced,4/17/2002,22 Tahun,Reguler
Finn Dunmore,ESTP,23,178,Modern,The Explorers,Triage Field / Field Medic,Tinggi,Finn Dunmore [ESTP],39.48,18.82,95.87,60.34,11.68%,225.88,72.38%,21.0182,Southern Isles,441.2306,Balanced,10/28/2001,23 Tahun,Squad Inti
Theron Velmont,ESFP,23,175,Modern,The Explorers,Resonant Aria / Performer,Tinggi,Theron Velmont [ESFP],90.52,79.67,82.22,19.01,33.81%,264.2,72.59%,106.6064,Southern Isles,536.684,Attacker,12/16/2001,23 Tahun,Reguler
Piper Sinclair,ENTJ,23,172,Modern,The Analysts,Gravity Rend,Normal,Piper Sinclair [ENTJ],31.15,86.1,50.93,42.56,18.67%,60.67,61.41%,102.1749,Northern Tundra,272.2108,Support,9/28/2001,23 Tahun,Reguler
Cael Crestwood,ISTJ,23,181,Modern,The Sentinels,Living Canvas / Cartographer,Tinggi,Cael Crestwood [ISTJ],78.78,37.67,5.3,53.45,82.21%,92.57,75.53%,68.6385,Western Citadel,269.3474,Attacker,9/24/2001,23 Tahun,Reguler
Akira Silva,ISTJ,21,168,Modern,The Sentinels,Probability Flux / Treasure Hunter,Normal,Akira Silva [ISTJ],43.21,87.8,41.46,19.71,81.05%,283.95,66.01%,158.9619,Northern Tundra,477.6006,Support,9/5/2003,21 Tahun,Tactician
Aster Hargrove,INFP,21,173,Modern,The Diplomats,Zone of Order / City Watch Captain,Normal,Aster Hargrove [INFP],64.48,58.95,26.87,54.07,65.07%,226.3,84.63%,97.3088,Western Citadel,432.167,Balanced,1/12/2003,21 Tahun,Elite Spy
Leon Hartley,ENFP,21,177,Fantasy,The Diplomats,Covenant Bond / Healer & Diplomat,Tinggi,Leon Hartley [ENFP],87.07,77.65,40.41,14.67,20.72%,345.67,50.34%,93.7391,Eastern Sunrise,566.1806,Balanced,9/18/2003,21 Tahun,Squad Inti
Clara Ashvale,INFP,21,165,Modern,The Diplomats,Probability Flux / Treasure Hunter,Pendek,Clara Ashvale [INFP],123.67,47.7,60.42,9.73,43.38%,105.97,67.41%,68.3923,Western Citadel,348.5979,Attacker,3/8/2003,21 Tahun,Reguler
Fable Nox,ISFP,23,184,Fantasy,The Explorers,Transmutation Aura / Alchemist,Tinggi,Fable Nox [ISFP],2.6,85.21,93.15,52.3,80.56%,78.7,62.97%,153.8552,Eastern Sunrise,313.3953,Support,12/25/2001,23 Tahun,Squad Inti
Felix Blackwood,INTJ,24,180,Modern,The Analysts,Probability Flux / Treasure Hunter,Tinggi,Felix Blackwood [INTJ],149.53,78.19,35.96,40.12,56.60%,234.85,73.16%,122.4455,Northern Tundra,539.9476,Balanced,1/1/2001,24 Tahun,Reguler
Aldric Montgomery,ISFP,22,171,Modern,The Explorers,Essence Severance,Normal,Aldric Montgomery [ISFP],68.76,40.99,1.46,18.33,60.28%,202.99,62.64%,65.6988,Southern Isles,333.7592,Balanced,7/21/2002,22 Tahun,Ranger
Corwin Ironfield,ISTP,21,182,Fantasy,The Explorers,Verdant Wrath / Forest Herbalist,Tinggi,Corwin Ironfield [ISTP],115.73,75.99,96.16,46.43,62.81%,184.83,41.23%,123.7193,Northern Tundra,520.1804,Attacker,6/26/2003,21 Tahun,Tactician
Iris Yoshida,INFP,22,181,Fantasy,The Diplomats,Resonant Aria / Performer,Tinggi,Iris Yoshida [INFP],143.36,52.13,1.96,83.39,18.37%,100.05,70.32%,61.7063,Southern Isles,381.7769,Balanced,4/16/2002,22 Tahun,Reguler
Caius Hargrove,ESTP,22,171,Fantasy,The Explorers,Elemental Mastery,Normal,Caius Hargrove [ESTP],142.12,68.63,91.08,50.4,76.19%,80.67,79.27%,120.9192,Eastern Sunrise,434.4546,Balanced,3/24/2002,22 Tahun,Squad Inti
Blaine Whitmore,ESFJ,23,164,Modern,The Sentinels,Probability Flux / Treasure Hunter,Pendek,Blaine Whitmore [ESFJ],101.7,66.68,61.77,76.66,13.80%,217.05,61.70%,75.8818,Southern Isles,524.615,Attacker,8/7/2001,23 Tahun,Reguler
Torin Yamamoto,ISTP,21,184,Fantasy,The Explorers,Dimensional Phase Shifting,Tinggi,Torin Yamamoto [ISTP],34.09,58.09,6.36,80.13,58.67%,191.85,62.61%,92.1714,Western Citadel,371.7328,Support,11/13/2003,21 Tahun,Ranger
Quinn Ashford,ESTP,23,170,Modern,The Explorers,Damage Reflection Lattice,Normal,Quinn Ashford [ESTP],57.53,10.97,36.8,86.32,33.66%,75.67,52.12%,14.6625,Southern Isles,268.1478,Attacker,1/18/2001,23 Tahun,Squad Inti
Akira Ito,ENFP,21,173,Fantasy,The Diplomats,Dimensional Phase Shifting,Normal,Akira Ito [ENFP],42.66,18.81,13.98,58.01,18.99%,92.2,52.15%,22.382,Eastern Sunrise,226.3714,Support,2/2/2003,21 Tahun,Elite Spy
Vivian Nakamura,INFP,23,185,Fantasy,The Diplomats,Fracture Surge,Tinggi,Vivian Nakamura [INFP],27.31,50.46,99.56,85.09,74.85%,207.29,75.34%,88.2293,Southern Isles,471.2119,Attacker,11/3/2001,23 Tahun,Reguler
Ryo Chen,INTJ,23,182,Modern,The Analysts,Damage Reflection Lattice,Tinggi,Ryo Chen [INTJ],122.26,48.18,63.36,45.54,42.49%,134.53,65.22%,68.6517,Southern Isles,414.9471,Attacker,12/1/2001,23 Tahun,Tactician
Lyra Montgomery,ENTP,22,181,Modern,The Analysts,Runic Deconstruction / Scholar,Tinggi,Lyra Montgomery [ENTP],53.91,67.65,49.26,73.92,44.30%,355.96,52.89%,97.619,Eastern Sunrise,601.6719,Balanced,2/12/2002,22 Tahun,Brawler
Shiho Weston,ISFJ,23,162,Modern,The Sentinels,Adaptive Mutation,Pendek,Shiho Weston [ISFJ],35.0,32.37,29.84,27.48,34.41%,258.21,60.02%,43.5085,Southern Isles,383.8443,Support,6/12/2001,23 Tahun,Reguler
Kaito Inoue,ESFP,23,165,Modern,The Explorers,Dominion Mark,Pendek,Kaito Inoue [ESFP],99.64,94.1,70.37,8.93,19.27%,67.6,42.87%,112.2331,Western Citadel,341.2614,Support,2/17/2001,23 Tahun,Tactician
Ryo Vargas,INTP,22,163,Modern,The Analysts,Probability Flux / Treasure Hunter,Pendek,Ryo Vargas [INTP],98.57,88.66,31.63,25.49,66.38%,114.39,45.91%,147.5125,Eastern Sunrise,359.8629,Balanced,6/22/2002,22 Tahun,Tactician
Lena Velmont,ENFJ,22,174,Fantasy,The Diplomats,Moment moment of Truth / Oracle,Normal,Lena Velmont [ENFJ],145.46,70.06,18.53,60.16,67.23%,252.79,65.38%,117.1613,Southern Isles,548.3261,Attacker,7/12/2002,22 Tahun,Elite Spy
Cael Farell,ESFJ,21,169,Fantasy,The Sentinels,Soulfire Manifestation,Normal,Cael Farell [ESFJ],24.2,2.05,52.81,76.07,35.81%,55.38,64.08%,2.7841,Western Citadel,211.5089,Attacker,1/20/2003,21 Tahun,Tanker
Fumiko Moonshade,INTP,22,179,Modern,The Analysts,Sensory Collapse Domain,Tinggi,Fumiko Moonshade [INTP],29.1,88.33,44.27,25.74,68.14%,286.26,77.28%,148.5181,Eastern Sunrise,475.1542,Attacker,4/19/2002,22 Tahun,Tactician
Zephyr Blackwood,ENTP,22,176,Fantasy,The Analysts,Primal Sovereign / Engineer,Tinggi,Zephyr Blackwood [ENTP],62.52,85.49,19.06,29.67,65.60%,255.12,52.25%,141.5714,Western Citadel,453.0385,Balanced,7/11/2002,22 Tahun,Tanker
Zara Ashvale,INTP,23,177,Modern,The Analysts,Absolute Command / General,Tinggi,Zara Ashvale [INTP],43.04,13.38,44.4,1.81,11.33%,36.99,49.77%,14.896,Western Citadel,140.231,Attacker,2/15/2001,23 Tahun,Ranger
Nora Strider,ENFP,23,182,Fantasy,The Diplomats,Probability Flux / Treasure Hunter,Tinggi,Nora Strider [ENFP],126.69,95.21,6.55,77.79,52.31%,29.48,48.65%,145.0144,Southern Isles,336.7296,Attacker,3/6/2001,23 Tahun,Ranger
Lyra Stormbright,INTP,21,172,Modern,The Analysts,Ruin Pulse Engine,Normal,Lyra Stormbright [INTP],30.68,73.8,10.3,66.93,45.02%,84.17,83.25%,107.0248,Southern Isles,267.1627,Balanced,6/27/2003,21 Tahun,Brawler
Petra Rossi,INTJ,21,168,Fantasy,The Analysts,Essence Severance,Normal,Petra Rossi [INTJ],54.7,6.16,67.0,97.35,49.07%,95.15,40.68%,9.1827,Southern Isles,321.2575,Support,9/13/2003,21 Tahun,Tactician
Mei Masaki,INFP,21,161,Modern,The Diplomats,Sensory Collapse Domain,Pendek,Mei Masaki [INFP],115.85,25.62,50.49,68.91,97.27%,136.03,74.18%,50.5406,Northern Tundra,398.6145,Balanced,9/1/2003,21 Tahun,Tanker
Quinn Tanaka,ESTJ,21,164,Modern,The Sentinels,Archive of Blades / Guild Archivist,Pendek,Quinn Tanaka [ESTJ],147.27,79.07,75.91,80.75,27.37%,176.05,71.02%,100.7115,Southern Isles,560.0339,Support,9/27/2003,21 Tahun,Squad Inti
Kenji Holloway,ISTP,21,182,Fantasy,The Explorers,Memory Palace / Librarian Assistant,Tinggi,Kenji Holloway [ISTP],29.28,19.48,35.42,73.51,84.82%,110.85,81.15%,36.0029,Eastern Sunrise,270.1997,Balanced,6/16/2003,21 Tahun,Reguler
Reika Moonshade,ESTJ,21,168,Fantasy,The Sentinels,Fracture Surge,Normal,Reika Moonshade [ESTJ],116.61,51.09,73.63,88.41,42.77%,248.27,67.91%,72.9412,Southern Isles,579.1168,Support,1/22/2003,21 Tahun,Tactician
Dante Bramble,INFP,23,184,Fantasy,The Diplomats,Archive of Blades / Guild Archivist,Tinggi,Dante Bramble [INFP],62.06,32.88,10.53,66.23,94.40%,18.47,48.04%,63.9187,Northern Tundra,191.5944,Balanced,11/12/2001,23 Tahun,Tactician
Dante Chen,ENFP,21,161,Fantasy,The Diplomats,Soulfire Manifestation,Pendek,Dante Chen [ENFP],8.31,22.85,72.07,2.3,69.02%,368.49,81.78%,38.6211,Northern Tundra,475.528,Attacker,3/7/2003,21 Tahun,Ranger
Felix Crowe,INTJ,23,171,Fantasy,The Analysts,Ruin Pulse Engine,Normal,Felix Crowe [INTJ],110.41,83.61,8.72,22.37,19.11%,208.27,50.40%,99.5879,Western Citadel,434.0751,Balanced,4/30/2001,23 Tahun,Squad Inti
Sylvie Suzuki,ESFJ,21,177,Modern,The Sentinels,Combat Escalation Law,Tinggi,Sylvie Suzuki [ESFJ],101.5,70.55,43.28,11.31,59.50%,317.19,62.71%,112.5272,Eastern Sunrise,545.0521,Support,5/1/2003,21 Tahun,Reguler
Isla Hargrove,ESFP,22,177,Fantasy,The Explorers,Resonant Aria / Performer,Tinggi,Isla Hargrove [ESFP],114.86,43.63,72.86,61.23,29.25%,225.69,74.46%,56.3918,Southern Isles,519.3071,Attacker,10/27/2002,22 Tahun,Elite Spy
Ryo Lopez,ESFP,23,183,Fantasy,The Explorers,Gravity Rend,Tinggi,Ryo Lopez [ESFP],78.12,99.35,30.88,30.73,87.01%,89.53,40.98%,185.7944,Southern Isles,329.8899,Support,3/12/2001,23 Tahun,Reguler
Seren Aikawa,ESTJ,22,174,Modern,The Sentinels,Moment moment of Truth / Oracle,Normal,Seren Aikawa [ESTJ],40.48,89.07,25.74,26.37,61.34%,120.82,65.61%,143.7055,Eastern Sunrise,303.7495,Support,12/30/2002,22 Tahun,Tactician
Lyanna Suzuki,ISFJ,23,175,Fantasy,The Sentinels,Ruin Pulse Engine,Tinggi,Lyanna Suzuki [ISFJ],109.89,58.05,8.77,6.54,41.31%,308.59,76.77%,82.0305,Western Citadel,493.0208,Balanced,7/15/2001,23 Tahun,Ranger
Wren Masaki,ESFJ,21,180,Modern,The Sentinels,Covenant Bond / Healer & Diplomat,Tinggi,Wren Masaki [ESFJ],79.13,32.61,56.93,33.36,23.79%,279.41,70.31%,40.3679,Western Citadel,482.381,Attacker,2/23/2003,21 Tahun,Ranger
Orion Mirren,ENTJ,21,169,Modern,The Analysts,Moment moment of Truth / Oracle,Normal,Orion Mirren [ENTJ],51.09,48.11,74.79,55.27,45.87%,105.76,59.55%,70.1781,Eastern Sunrise,336.0742,Balanced,3/19/2003,21 Tahun,Elite Spy
Torin Thornton,INFJ,22,180,Modern,The Diplomats,Dominion Mark,Tinggi,Torin Thornton [INFJ],11.67,77.9,33.02,92.49,70.46%,36.75,59.06%,132.7883,Southern Isles,253.1252,Balanced,2/6/2002,22 Tahun,Tanker
Fable Funai,ENFJ,22,184,Modern,The Diplomats,Combat Escalation Law,Tinggi,Fable Funai [ENFJ],92.82,99.03,44.78,15.44,83.64%,18.91,48.99%,181.8587,Southern Isles,272.3063,Balanced,9/17/2002,22 Tahun,Ranger
Kiran Ashvale,ENTJ,23,167,Fantasy,The Analysts,Fracture Surge,Pendek,Kiran Ashvale [ENTJ],52.15,80.62,31.21,47.65,76.60%,133.42,49.53%,142.3749,Southern Isles,346.3113,Support,10/30/2001,23 Tahun,Elite Spy
Aster Wiley,ESTJ,21,172,Modern,The Sentinels,Soulfire Manifestation,Normal,Aster Wiley [ESTJ],26.38,29.12,79.13,62.18,68.93%,22.18,40.38%,49.1924,Western Citadel,220.0831,Support,12/15/2003,21 Tahun,Tanker
Orin Wiley,ENFJ,21,169,Modern,The Diplomats,Emotional Vectoring,Normal,Orin Wiley [ENFJ],76.77,71.26,90.48,48.98,17.92%,239.25,48.95%,84.0298,Western Citadel,527.4087,Support,3/3/2003,21 Tahun,Brawler
Kenji Stormbright,INTP,22,176,Fantasy,The Analysts,Memory Palace / Librarian Assistant,Tinggi,Kenji Stormbright [INTP],59.62,16.54,35.33,35.84,31.26%,250.47,84.02%,21.7104,Southern Isles,398.9528,Balanced,9/17/2002,22 Tahun,Brawler
Elise Funai,ISTP,22,177,Modern,The Explorers,Zone of Order / City Watch Captain,Tinggi,Elise Funai [ISTP],51.93,39.89,14.59,73.26,71.02%,208.77,79.27%,68.2199,Eastern Sunrise,389.9429,Attacker,7/28/2002,22 Tahun,Squad Inti
Akira Vance,ESTJ,22,179,Fantasy,The Sentinels,Moment moment of Truth / Oracle,Tinggi,Akira Vance [ESTJ],31.81,14.72,54.59,80.21,37.81%,345.17,71.73%,20.2856,Eastern Sunrise,527.5954,Attacker,11/6/2002,22 Tahun,Ranger
Wren Sato,ESTJ,23,170,Modern,The Sentinels,Elemental Mastery,Normal,Wren Sato [ESTJ],48.32,88.08,72.98,76.78,47.26%,352.17,58.51%,129.7066,Western Citadel,639.3877,Support,5/19/2001,23 Tahun,Ranger
