Nama Karakter,MBTI,Umur,Tinggi (cm),Grup,Sub-Kelompok,Role / Kekuatan Utama,Kategori Tinggi,ID Karakter,HP,ATK,DEF,SPD,Crit Rate,MP,Win Rate,Potensi Damage,Faction,Total Stat,Role,Tanggal Lahir,Umur Akurat,Status Squad
Nora Funai,INFP,23,165,Modern,The Diplomats,Memory Palace / Librarian Assistant,Pendek,Nora Funai [INFP],44.88,26.61,44.23,96.93,54.50%,230.54,59.65%,41.1124,Western Citadel,444.3315,Balanced,4/6/2001,23 Tahun,Ranger
Theron Aurelius,ENFJ,22,168,Modern,The Diplomats,Runic Deconstruction / Scholar,Normal,Theron Aurelius [ENFJ],35.91,59.21,79.02,77.62,25.13%,157.31,83.39%,74.0895,Southern Isles,410.1552,Balanced,11/8/2002,22 Tahun,Tanker
Mei Morven,ENFP,22,180,Modern,The Diplomats,Runic Deconstruction / Scholar,Tinggi,Mei Morven [ENFP],31.18,89.39,71.39,94.97,98.80%,31.87,79.98%,177.7073,Northern Tundra,320.5878,Balanced,2/6/2002,22 Tahun,Squad Inti
Cassian Calloway,ESFJ,23,166,Modern,The Sentinels,Adaptive Mutation,Pendek,Cassian Calloway [ESFJ],43.21,28.83,85.53,55.33,69.33%,146.51,82.39%,48.8178,Southern Isles,360.9272,Attacker,9/20/2001,23 Tahun,Elite Spy
Seren Swiftwind,ENTP,21,162,Modern,The Analysts,Absolute Command / General,Pendek,Seren Swiftwind [ENTP],57.47,89.12,95.34,87.4,72.13%,326.17,69.01%,153.4023,Western Citadel,656.9114,Support,2/22/2003,21 Tahun,Brawler
Clara Stormbright,ISTJ,21,162,Fantasy,The Sentinels,Zone of Order / City Watch Captain,Pendek,Clara Stormbright [ISTJ],118.99,26.61,49.6,18.69,55.44%,168.49,65.35%,41.3626,Northern Tundra,383.5879,Attacker,1/22/2003,21 Tahun,Squad Inti
Rowan Muller,ISFP,23,166,Fantasy,The Explorers,Ruin Pulse Engine,Pendek,Rowan Muller [ISFP],32.35,16.2,26.38,80.75,60.53%,257.67,52.35%,26.0059,Western Citadel,414.4788,Attacker,1/7/2001,23 Tahun,Brawler
Bastian Masaki,INFP,22,182,Fantasy,The Diplomats,Essence Severance,Tinggi,Bastian Masaki [INFP],130.26,10.58,95.68,14.1,84.34%,41.1,62.38%,19.5032,Eastern Sunrise,293.1872,Support,6/22/2002,22 Tahun,Tanker
Quinn Nakamura,ESTP,23,165,Modern,The Explorers,Covenant Bond / Healer & Diplomat,Pendek,Quinn Nakamura [ESTP],107.42,98.63,69.68,90.26,58.39%,127.88,54.67%,156.2201,Southern Isles,495.0006,Balanced,5/31/2001,23 Tahun,Tactician
Dara Langley,ISTJ,22,166,Fantasy,The Sentinels,Soulfire Manifestation,Pendek,Dara Langley [ISTJ],16.33,78.54,34.1,36.71,27.00%,145.91,72.52%,99.7458,Northern Tundra,312.5852,Balanced,6/29/2002,22 Tahun,Squad Inti
Dara Coldwater,INFJ,23,175,Fantasy,The Diplomats,Warbrand Arsenal,Tinggi,Dara Coldwater [INFJ],36.24,94.74,34.35,24.16,84.95%,223.78,63.52%,175.2216,Eastern Sunrise,414.7547,Support,2/1/2001,23 Tahun,Ranger
Kotaro Ravenswood,ENFP,22,178,Fantasy,The Diplomats,Dimensional Phase Shifting,Tinggi,Kotaro Ravenswood [ENFP],68.17,37.29,53.33,72.03,82.21%,161.95,40.10%,67.9461,Western Citadel,393.9931,Support,3/21/2002,22 Tahun,Brawler
Quinn Masaki,INTJ,23,169,Modern,The Analysts,Adaptive Mutation,Normal,Quinn Masaki [INTJ],108.78,29.62,29.61,98.43,27.69%,133.74,56.21%,37.8218,Eastern Sunrise,401.019,Balanced,11/20/2001,23 Tahun,Tactician
Lux Steele,ISTP,23,160,Modern,The Explorers,Triage Field / Field Medic,Pendek,Lux Steele [ISTP],109.21,18.67,68.13,40.57,66.12%,264.09,60.61%,31.0146,Eastern Sunrise,501.9373,Support,1/1/2002,23 Tahun,Tanker
Sylvie Kobayashi,ISFP,22,161,Fantasy,The Explorers,Fate Weave / Royal Advisor,Pendek,Sylvie Kobayashi [ISFP],41.4,56.45,45.31,82.28,77.89%,122.4,76.37%,100.4189,Western Citadel,349.3826,Support,2/24/2002,22 Tahun,Brawler
Rin Upton,ESFP,22,178,Modern,The Explorers,Damage Reflection Lattice,Tinggi,Rin Upton [ESFP],119.0,61.5,94.85,74.52,98.09%,384.24,60.94%,121.8254,Western Citadel,735.7003,Support,10/18/2002,22 Tahun,Tactician
Elise Ashby,ISFJ,21,185,Modern,The Sentinels,Probability Flux / Treasure Hunter,Tinggi,Elise Ashby [ISFJ],145.0,93.75,8.43,80.1,19.67%,113.53,67.71%,112.1906,Eastern Sunrise,441.6838,Attacker,5/8/2003,21 Tahun,Tactician
Shaela Inoue,ENTP,23,160,Modern,The Analysts,Zone of Order / City Watch Captain,Pendek,Shaela Inoue [ENTP],112.73,93.39,99.4,75.48,69.11%,69.33,56.76%,157.9318,Western Citadel,451.5887,Support,8/22/2001,23 Tahun,Tanker
Yuna Morven,INFP,22,173,Fantasy,The Diplomats,Essence Severance,Normal,Yuna Morven [INFP],121.43,76.54,1.56,35.74,72.83%,322.54,64.54%,132.2841,Southern Isles,559.1837,Attacker,6/8/2002,22 Tahun,Ranger
Kaito Montgomery,ISTJ,22,160,Fantasy,The Sentinels,Combat Escalation Law,Pendek,Kaito Montgomery [ISTJ],55.78,39.16,11.42,92.06,12.74%,295.16,81.99%,44.149,Eastern Sunrise,494.5273,Support,10/29/2002,22 Tahun,Tactician
Hina Declan,ESFP,22,184,Fantasy,The Explorers,Soulfire Manifestation,Tinggi,Hina Declan [ESFP],65.76,80.36,29.76,54.46,11.55%,292.64,52.27%,89.6416,Eastern Sunrise,523.6182,Balanced,11/14/2002,22 Tahun,Squad Inti
Hugo Drayton,ISFP,21,166,Fantasy,The Explorers,Heartstrike Overload,Pendek,Hugo Drayton [ISFP],18.27,35.13,48.79,61.44,29.03%,51.43,55.95%,45.3282,Northern Tundra,215.9098,Attacker,6/14/2003,21 Tahun,Ranger
Felix Ironfield,ESTP,22,161,Fantasy,The Explorers,Sensory Collapse Domain,Pendek,Felix Ironfield [ESTP],101.03,33.68,16.64,5.74,81.69%,46.51,82.59%,61.1932,Southern Isles,205.2428,Balanced,3/31/2002,22 Tahun,Ranger
Dara Declan,ENFP,21,161,Modern,The Diplomats,Probability Flux / Treasure Hunter,Pendek,Dara Declan [ENFP],51.36,16.52,12.63,26.66,89.68%,141.24,66.05%,31.3351,Eastern Sunrise,249.9673,Balanced,12/12/2003,21 Tahun,Tanker
Hiroshi Ashford,ESTP,22,168,Fantasy,The Explorers,Primal Sovereign / Engineer,Normal,Hiroshi Ashford [ESTP],27.97,82.73,8.58,57.8,74.22%,328.75,55.26%,144.1322,Northern Tundra,507.1248,Support,10/19/2002,22 Tahun,Tanker
Sylvie Morven,INFJ,22,161,Fantasy,The Diplomats,Heartstrike Overload,Pendek,Sylvie Morven [INFJ],141.07,41.98,18.8,11.41,76.27%,379.03,46.77%,73.9981,Southern Isles,593.5204,Support,3/15/2002,22 Tahun,Brawler
Dante Langley,ESTP,22,179,Modern,The Explorers,Absolute Command / General,Tinggi,Dante Langley [ESTP],14.24,59.46,46.44,14.88,28.70%,115.81,73.40%,76.525,Northern Tundra,251.851,Attacker,7/17/2002,22 Tahun,Ranger
Yuna Tanaka,ESFP,21,162,Modern,The Explorers,Zone of Order / City Watch Captain,Pendek,Yuna Tanaka [ESFP],80.0,40.94,17.57,11.4,40.84%,246.85,46.53%,57.6599,Southern Isles,397.6337,Balanced,6/6/2003,21 Tahun,Reguler
Lyric Ashby,ENFJ,23,163,Fantasy,The Diplomats,Fate Weave / Royal Advisor,Pendek,Lyric Ashby [ENFJ],77.77,93.19,24.14,21.61,24.65%,44.95,59.29%,116.1613,Northern Tundra,262.4994,Attacker,2/2/2001,23 Tahun,Reguler
Ansel Emberveil,ESFJ,21,185,Modern,The Sentinels,Soulfire Manifestation,Tinggi,Ansel Emberveil [ESFJ],30.96,31.96,21.52,39.74,11.84%,87.92,48.43%,35.7441,Northern Tundra,212.7027,Support,4/24/2003,21 Tahun,Tactician
Mika Quill,ISFP,23,169,Fantasy,The Explorers,Triage Field / Field Medic,Normal,Mika Quill [ISFP],76.47,52.09,11.7,62.61,60.90%,299.59,55.54%,83.8128,Western Citadel,503.6244,Support,9/26/2001,23 Tahun,Reguler
Vessa Kline,INTP,21,179,Modern,The Analysts,Memory Palace / Librarian Assistant,Tinggi,Vessa Kline [INTP],40.55,92.24,94.18,34.24,83.18%,54.95,56.33%,168.9652,Southern Isles,317.5551,Attacker,9/12/2003,21 Tahun,Squad Inti
Felix Dunstan,INFJ,22,184,Fantasy,The Diplomats,Absolute Command / General,Tinggi,Felix Dunstan [INFJ],22.49,24.81,74.8,80.95,71.80%,292.9,40.25%,42.6236,Eastern Sunrise,497.0705,Support,2/25/2002,22 Tahun,Squad Inti
Nolan Blackwood,ESFP,22,165,Fantasy,The Explorers,Elemental Mastery,Pendek,Nolan Blackwood [ESFP],128.89,41.7,19.71,29.43,96.47%,144.73,48.23%,81.928,Eastern Sunrise,365.907,Attacker,6/28/2002,22 Tahun,Ranger
Aria Yamamoto,ENFP,22,163,Fantasy,The Diplomats,Absolute Command / General,Pendek,Aria Yamamoto [ENFP],58.13,34.46,77.14,97.96,41.49%,268.46,47.66%,48.7575,Northern Tundra,537.0415,Balanced,2/28/2002,22 Tahun,Squad Inti
Akira Hayashi,ESFJ,23,169,Modern,The Sentinels,Fate Weave / Royal Advisor,Normal,Akira Hayashi [ESFJ],46.53,29.59,40.01,64.9,20.54%,91.51,55.95%,35.6678,Southern Isles,273.3049,Balanced,3/16/2001,23 Tahun,Brawler
Ansel Flint,ENFJ,23,173,Modern,The Diplomats,Memory Palace / Librarian Assistant,Normal,Ansel Flint [ENFJ],42.16,98.77,23.32,35.57,66.72%,229.21,67.16%,164.6693,Southern Isles,430.3688,Attacker,12/6/2001,23 Tahun,Elite Spy
Isla Stormbright,ESFP,21,182,Fantasy,The Explorers,Dominion Mark,Tinggi,Isla Stormbright [ESFP],1.2,99.28,46.06,64.59,21.64%,178.2,80.53%,120.7642,Southern Isles,390.3517,Attacker,3/26/2003,21 Tahun,Tactician
Ansel Calloway,ISFJ,22,183,Fantasy,The Sentinels,Combat Escalation Law,Tinggi,Ansel Calloway [ISFJ],44.27,86.18,43.2,87.9,41.28%,125.9,46.36%,121.7551,Southern Isles,388.3264,Balanced,2/6/2002,22 Tahun,Brawler
Caius Hartley,ESTP,21,181,Modern,The Explorers,Archive of Blades / Guild Archivist,Tinggi,Caius Hartley [ESTP],130.49,46.26,91.38,3.05,92.81%,46.19,74.08%,89.1939,Southern Isles,319.0389,Support,12/12/2003,21 Tahun,Reguler
Hina Crowe,INFJ,23,176,Modern,The Diplomats,Runic Deconstruction / Scholar,Tinggi,Hina Crowe [INFJ],96.43,31.52,63.72,93.32,18.59%,184.61,81.73%,37.3796,Southern Isles,470.6032,Attacker,7/27/2001,23 Tahun,Reguler
Fumiko Whitmore,ENTJ,21,163,Modern,The Analysts,Primal Sovereign / Engineer,Pendek,Fumiko Whitmore [ENTJ],42.38,33.18,32.04,52.03,14.28%,100.57,65.14%,37.9181,Southern Isles,260.9942,Balanced,2/6/2003,21 Tahun,Tactician
Lyric Bramble,ENFP,23,164,Modern,The Diplomats,Zone of Order / City Watch Captain,Pendek,Lyric Bramble [ENFP],90.14,56.71,92.9,28.18,79.56%,206.62,74.79%,101.8285,Southern Isles,476.0935,Attacker,10/23/2001,23 Tahun,Tactician
Isla Greaves,ENFJ,23,171,Modern,The Diplomats,Warbrand Arsenal,Normal,Isla Greaves [ENFJ],46.51,13.81,15.71,5.65,39.16%,370.62,68.67%,19.218,Southern Isles,453.3783,Balanced,9/7/2001,23 Tahun,Brawler
Leon Quill,ISTP,21,180,Fantasy,The Explorers,Probability Flux / Treasure Hunter,Tinggi,Leon Quill [ISTP],70.54,47.7,34.44,20.32,34.07%,371.64,84.21%,63.9514,Western Citadel,545.8228,Support,1/9/2003,21 Tahun,Ranger
Nora Wiley,ISTP,23,161,Modern,The Explorers,Memory Palace / Librarian Assistant,Pendek,Nora Wiley [ISTP],89.32,93.16,76.01,16.52,16.37%,392.78,51.08%,108.4103,Western Citadel,668.4645,Attacker,7/15/2001,23 Tahun,Tanker
Hugo Swiftwind,ISFP,22,181,Modern,The Explorers,Heartstrike Overload,Tinggi,Hugo Swiftwind [ISFP],60.81,70.69,7.54,45.78,43.88%,255.35,63.46%,101.7088,Southern Isles,441.2434,Attacker,6/1/2002,22 Tahun,Brawler
Miriam Sol,ISTP,22,185,Fantasy,The Explorers,Heartstrike Overload,Tinggi,Miriam Sol [ISTP],108.35,3.84,18.22,50.79,70.16%,198.51,51.51%,6.5341,Southern Isles,380.9267,Balanced,8/23/2002,22 Tahun,Brawler
Dara Mirren,INTP,21,178,Fantasy,The Analysts,Heartstrike Overload,Tinggi,Dara Mirren [INTP],62.84,99.5,16.11,87.78,85.81%,59.67,66.90%,184.8809,Southern Isles,327.4271,Balanced,5/26/2003,21 Tahun,Reguler
Lux Mirren,INTJ,23,168,Modern,The Analysts,Archive of Blades / Guild Archivist,Normal,Lux Mirren [INTJ],125.21,71.14,79.27,79.91,54.65%,11.98,79.40%,110.018,Western Citadel,368.8505,Support,3/19/2001,23 Tahun,Tanker
Theron Masaki,ESFP,23,180,Modern,The Explorers,Sensory Collapse Domain,Tinggi,Theron Masaki [ESFP],101.19,30.43,45.21,98.69,57.03%,147.2,82.47%,47.7842,Eastern Sunrise,424.115,Balanced,11/14/2001,23 Tahun,Squad Inti
Cassian Kato,ESTJ,23,185,Modern,The Sentinels,Zone of Order / City Watch Captain,Tinggi,Cassian Kato [ESTJ],64.53,70.8,61.19,73.52,42.85%,266.51,71.97%,101.1378,Western Citadel,537.6982,Support,10/14/2001,23 Tahun,Elite Spy
Aster Yamamoto,ESTJ,22,168,Modern,The Sentinels,Soulfire Manifestation,Normal,Aster Yamamoto [ESTJ],31.9,80.7,48.07,39.64,75.80%,314.96,41.61%,141.8706,Western Citadel,516.4441,Balanced,3/7/2002,22 Tahun,Tactician
Shaela Nakamura,ISFJ,22,171,Modern,The Sentinels,Resonant Aria / Performer,Normal,Shaela Nakamura [ISFJ],5.27,42.47,9.94,34.76,78.54%,49.93,48.44%,75.8259,Eastern Sunrise,143.6398,Support,2/8/2002,22 Tahun,Tactician
Rin Nakamura,ESTP,22,179,Fantasy,The Explorers,Dominion Mark,Tinggi,Rin Nakamura [ESTP],80.23,63.81,37.03,59.7,98.37%,103.99,61.02%,126.5799,Western Citadel,346.3539,Support,7/24/2002,22 Tahun,Reguler
Kotaro Blackwood,ISFP,21,168,Modern,The Explorers,Zone of Order / City Watch Captain,Normal,Kotaro Blackwood [ISFP],16.72,51.83,33.72,64.69,38.91%,338.88,41.26%,71.9971,Northern Tundra,506.6417,Support,10/2/2003,21 Tahun,Tanker
Celeste Stormbright,ESTJ,21,178,Fantasy,The Sentinels,Archive of Blades / Guild Archivist,Tinggi,Celeste Stormbright [ESTJ],53.46,18.91,85.13,39.68,34.03%,10.58,79.15%,25.3451,Northern Tundra,208.8918,Attacker,9/6/2003,21 Tahun,Tanker
Fumiko Funai,ENTJ,23,178,Modern,The Analysts,Verdant Wrath / Forest Herbalist,Tinggi,Fumiko Funai [ENTJ],77.49,33.53,15.47,43.29,96.80%,98.42,50.37%,65.987,Eastern Sunrise,269.6717,Support,7/4/2001,23 Tahun,Reguler
Seren Masaki,ENTJ,23,161,Fantasy,The Analysts,Essence Severance,Pendek,Seren Masaki [ENTJ],71.79,52.68,9.92,43.09,81.66%,122.13,69.23%,95.6985,Eastern Sunrise,301.1189,Balanced,2/5/2001,23 Tahun,Ranger
Cassian Drayton,ENTJ,23,168,Modern,The Analysts,Triage Field / Field Medic,Normal,Cassian Drayton [ENTJ],147.59,48.25,70.51,58.26,39.66%,31.18,57.50%,67.386,Western Citadel,356.7616,Balanced,11/21/2001,23 Tahun,Tanker
Fable Farell,ISFJ,22,175,Modern,The Sentinels,Heartstrike Overload,Tinggi,Fable Farell [ISFJ],102.38,75.9,80.57,33.16,20.75%,212.67,75.37%,91.6493,Western Citadel,505.6412,Balanced,1/12/2002,22 Tahun,Elite Spy
Lux Aikawa,ESTJ,22,177,Modern,The Sentinels,Soulfire Manifestation,Tinggi,Lux Aikawa [ESTJ],99.37,41.03,12.08,86.75,61.50%,275.41,78.93%,66.2635,Eastern Sunrise,516.0443,Balanced,6/29/2002,22 Tahun,Ranger
Seila Morven,ENFP,22,179,Fantasy,The Diplomats,Moment moment of Truth / Oracle,Tinggi,Seila Morven [ENFP],61.86,23.3,26.53,72.88,36.02%,5.21,41.12%,31.6927,Western Citadel,190.5514,Support,2/25/2002,22 Tahun,Squad Inti
Kotaro Dunstan,INTP,23,182,Fantasy,The Analysts,Dominion Mark,Tinggi,Kotaro Dunstan [INTP],42.22,39.92,54.14,9.78,15.60%,264.32,40.43%,46.1475,Western Citadel,410.9403,Support,8/9/2001,23 Tahun,Reguler
Cael Swiftwind,INFP,23,166,Modern,The Diplomats,Verdant Wrath / Forest Herbalist,Pendek,Cael Swiftwind [INFP],99.45,86.69,66.79,33.33,25.58%,243.97,70.59%,108.8653,Southern Isles,531.1917,Support,9/26/2001,23 Tahun,Reguler
Lyric Kim,INTP,23,184,Fantasy,The Analysts,Ruin Pulse Engine,Tinggi,Lyric Kim [INTP],50.17,89.32,82.38,89.81,69.37%,297.51,48.59%,151.2813,Northern Tundra,610.3696,Balanced,5/5/2001,23 Tahun,Tactician
Kotaro Steele,INFJ,22,184,Fantasy,The Diplomats,Soulfire Manifestation,Tinggi,Kotaro Steele [INFJ],110.95,67.1,58.74,5.51,17.24%,84.1,79.57%,78.668,Eastern Sunrise,327.3681,Attacker,8/19/2002,22 Tahun,Ranger
Mirel Silva,ISTP,21,178,Modern,The Explorers,Resonant Aria / Performer,Tinggi,Mirel Silva [ISTP],100.27,67.18,60.0,14.91,11.39%,340.57,44.14%,74.8318,Southern Isles,583.4853,Attacker,6/29/2003,21 Tahun,Tactician
Isadora Drayton,INTP,23,165,Modern,The Analysts,Heartstrike Overload,Pendek,Isadora Drayton [INTP],21.06,7.59,78.16,4.48,91.18%,322.78,52.87%,14.5106,Eastern Sunrise,435.5105,Attacker,12/8/2001,23 Tahun,Brawler
Lena Blackwood,INFJ,23,181,Fantasy,The Diplomats,Combat Escalation Law,Tinggi,Lena Blackwood [INFJ],140.86,35.61,20.23,6.57,13.30%,394.35,74.38%,40.3461,Western Citadel,598.4968,Balanced,6/14/2001,23 Tahun,Squad Inti
Lyra Ashvale,ESFP,21,175,Fantasy,The Explorers,Damage Reflection Lattice,Tinggi,Lyra Ashvale [ESFP],109.53,85.4,28.2,97.03,75.35%,286.37,50.56%,149.7489,Eastern Sunrise,607.7891,Balanced,10/13/2003,21 Tahun,Brawler
Yuna Crowe,ISTJ,23,174,Fantasy,The Sentinels,Dominion Mark,Normal,Yuna Crowe [ISTJ],34.95,37.79,59.64,31.67,35.68%,99.77,56.43%,51.2735,Western Citadel,264.7411,Support,7/17/2001,23 Tahun,Tactician
Clara Coldwater,ESTP,22,182,Fantasy,The Explorers,Resonant Aria / Performer,Tinggi,Clara Coldwater [ESTP],34.9,4.47,90.81,68.02,57.31%,79.75,67.93%,7.0318,Southern Isles,279.2024,Attacker,12/21/2002,22 Tahun,Brawler
Aiko Calloway,ENTP,21,174,Modern,The Analysts,Heartstrike Overload,Normal,Aiko Calloway [ENTP],129.75,65.59,33.84,16.89,63.65%,206.35,64.53%,107.338,Eastern Sunrise,453.7018,Attacker,1/17/2003,21 Tahun,Ranger
Sage Steele,INTP,22,177,Modern,The Analysts,Runic Deconstruction / Scholar,Tinggi,Sage Steele [INTP],106.91,28.06,32.49,24.73,21.86%,138.3,59.62%,34.1939,Western Citadel,331.3048,Support,3/6/2002,22 Tahun,Reguler
Mei Sato,ESFP,23,173,Modern,The Explorers,Fracture Surge,Normal,Mei Sato [ESFP],87.96,97.85,80.18,72.87,51.42%,172.26,64.09%,148.1645,Western Citadel,512.2751,Support,2/12/2001,23 Tahun,Tactician
Piper Sato,INFP,21,168,Fantasy,The Diplomats,Heartstrike Overload,Normal,Piper Sato [INFP],73.05,4.36,76.11,32.69,82.42%,1.84,55.43%,7.9535,Western Citadel,189.4285,Attacker,10/20/2003,21 Tahun,Reguler
Sage Whitmore,ENTJ,21,180,Fantasy,The Analysts,Living Canvas / Cartographer,Tinggi,Sage Whitmore [ENTJ],33.91,44.39,29.71,15.13,87.88%,155.35,72.32%,83.3999,Southern Isles,280.092,Balanced,8/12/2003,21 Tahun,Tactician
Finn Wiley,INTJ,23,160,Fantasy,The Analysts,Momentum Surge / Knight-Errant,Pendek,Finn Wiley [INTJ],71.97,13.6,55.62,40.46,19.77%,143.23,73.38%,16.2887,Western Citadel,325.8115,Support,11/15/2001,23 Tahun,Tanker
Vivian Dunmore,ENTP,21,172,Modern,The Analysts,Absolute Command / General,Normal,Vivian Dunmore [ENTP],99.62,63.2,32.21,21.64,29.92%,271.11,54.40%,82.1094,Eastern Sunrise,488.6232,Attacker,10/26/2003,21 Tahun,Tactician
Orin Dunstan,ESTP,22,179,Fantasy,The Explorers,Memory Palace / Librarian Assistant,Tinggi,Orin Dunstan [ESTP],90.41,30.56,16.17,16.3,41.16%,331.65,77.77%,43.1385,Southern Isles,486.2793,Support,7/5/2002,22 Tahun,Brawler
Vale Hayashi,ESFP,22,185,Fantasy,The Explorers,Adaptive Mutation,Tinggi,Vale Hayashi [ESFP],12.42,55.57,42.57,52.51,11.97%,190.89,51.28%,62.2217,Southern Isles,354.5925,Attacker,9/1/2002,22 Tahun,Elite Spy
Mirel Yoshida,INFP,23,179,Modern,The Diplomats,Heartstrike Overload,Tinggi,Mirel Yoshida [INFP],72.82,77.71,7.92,27.79,78.36%,212.88,49.56%,138.6036,Southern Isles,400.3992,Support,3/30/2001,23 Tahun,Reguler
Shiho Ashford,INFJ,21,179,Fantasy,The Diplomats,Primal Sovereign / Engineer,Tinggi,Shiho Ashford [INFJ],54.92,89.63,24.66,76.22,27.23%,75.19,83.49%,114.0362,Southern Isles,321.7272,Balanced,7/22/2003,21 Tahun,Reguler
Isadora Eld,ISTP,22,172,Fantasy,The Explorers,Zone of Order / City Watch Captain,Normal,Isadora Eld [ISTP],27.24,67.6,5.6,95.13,97.92%,203.62,50.09%,133.7939,Western Citadel,400.6701,Support,4/15/2002,22 Tahun,Tactician
Vale Swiftwind,ESFP,23,182,Modern,The Explorers,Damage Reflection Lattice,Tinggi,Vale Swiftwind [ESFP],55.74,86.57,62.32,39.56,33.12%,141.06,52.59%,115.242,Western Citadel,386.1071,Attacker,7/2/2001,23 Tahun,Tanker
Seila Greaves,ENFP,22,171,Fantasy,The Diplomats,Damage Reflection Lattice,Normal,Seila Greaves [ENFP],125.89,37.98,68.14,1.83,49.55%,292.36,59.40%,56.7991,Western Citadel,527.2895,Balanced,7/25/2002,22 Tahun,Tanker
Hana Yoshida,INFJ,22,168,Modern,The Diplomats,Absolute Command / General,Normal,Hana Yoshida [INFJ],32.49,17.9,68.81,83.87,82.22%,94.13,77.91%,32.6174,Western Citadel,298.8013,Balanced,1/6/2002,22 Tahun,Brawler
Shaela Declan,ISTJ,23,167,Modern,The Sentinels,Dimensional Phase Shifting,Pendek,Shaela Declan [ISTJ],17.7,29.15,20.24,66.49,29.07%,7.29,69.08%,37.6239,Southern Isles,141.8515,Support,6/22/2001,23 Tahun,Squad Inti
Orion Kim,INTP,21,185,Fantasy,The Analysts,Archive of Blades / Guild Archivist,Tinggi,Orion Kim [INTP],89.47,74.4,30.3,59.52,21.51%,31.91,62.57%,90.4034,Northern Tundra,286.4408,Balanced,12/7/2003,21 Tahun,Squad Inti
Mika Ironfield,ISTJ,23,174,Fantasy,The Sentinels,Elemental Mastery,Normal,Mika Ironfield [ISTJ],130.91,65.05,8.26,61.12,91.94%,126.71,76.55%,124.857,Southern Isles,393.7349,Support,11/3/2001,23 Tahun,Tactician
Mei Quill,ISFJ,23,161,Modern,The Sentinels,Runic Deconstruction / Scholar,Pendek,Mei Quill [ISFJ],99.9,23.56,21.59,8.83,83.78%,59.13,60.81%,43.2986,Southern Isles,214.4559,Support,5/11/2001,23 Tahun,Reguler
Celeste Nox,ISTJ,23,178,Fantasy,The Sentinels,Memory Palace / Librarian Assistant,Tinggi,Celeste Nox [ISTJ],89.43,65.44,44.83,53.99,99.37%,242.49,71.42%,130.4677,Western Citadel,497.8879,Attacker,4/29/2001,23 Tahun,Elite Spy
